"","avg_type","id","pos","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","pos_rank","tier","overall_ecr","pos_ecr","sd_ecr","adp","adp_sd","adp_diff","aav","aav_sd","uncertainty","first_name","last_name","team","position","age","exp","scoring_type"
"1","average","13589","QB",365.495238095238,13.2830929655016,34.9069523809524,354.320666666667,386.464666666667,63.2019047619048,71.7456666666666,66.134,34,30,36,1,1,25.86,1.02,0.15,18.6383333333333,8.12239787391767,15.3616666666667,36.076,12.9953871816118,0.02,"Josh","Allen","BUF","QB",30,2,"PPR"
"2","average","13593","QB",330.588285714286,18.600529398508,6.44142857142856,312.3174,353.352,28.2949523809523,29.7424,33.0213333333334,57,59,55,2,1,32.66,2.55,1.05,34.9633333333333,14.1390766632368,22.0366666666667,25.1335,16.3030980721457,0.2,"Lamar","Jackson","BAL","QB",29,2,"PPR"
"3","average","16581","QB",324.146857142857,14.8439620432975,3.14904761904762,307.248,343.878,21.8535238095238,24.673,23.5473333333333,65,64,62,3,1,51.25,5.11,1.91,55.6433333333333,24.7499068460649,9.35666666666668,12.4395,8.53445726159549,0.2,"Jayden","Daniels","WAS","QB",26,-4,"PPR"
"4","average","16580","QB",320.99780952381,9.62601257176334,1.48457142857137,313.384666666667,336.244,18.7044761904762,30.8096666666667,15.9133333333333,68,58,74,4,1,38.32,3.5,1.04,61.34,41.7824254920654,6.66,17.584,7.49684947161139,0.03,"Drake","Maye","NEP","QB",24,-4,"PPR"
"5","average","14783","QB",319.513238095238,13.3542990188821,5.43200000000002,305.918666666667,338.118666666667,17.2199047619048,23.3436666666667,17.788,69,66,70,5,2,58.29,6.08,1.59,49.945,18.7259158654524,19.055,16.895,9.12376429989289,0.11,"Jalen","Hurts","PHI","QB",28,0,"PPR"
"6","average","14777","QB",314.081238095238,17.9587829845375,3.78066666666666,298.441266666667,336.194,11.7879047619048,15.8662666666667,15.8633333333333,79,76,75,6,2,45.94,4.56,1.56,46.3,16.6416705892167,32.7,16.5045,12.4863862165961,0.22,"Joe","Burrow","CIN","QB",30,0,"PPR"
"7","average","17032","QB",310.300571428571,16.1005532705882,4.49723809523812,294.34,332.894,8.00723809523811,11.765,12.5633333333333,85,80,81,7,2,92.82,12.08,2.63,81.2575,25.5764661114471,3.74250000000001,11.244,8.90115378289055,0.33,"Jaxson","Dart","NYG","QB",23,-5,"PPR"
"8","average","16579","QB",305.803333333333,21.3620576412167,2.08999999999997,282.95,332.04,3.50999999999999,0.375000000000057,11.7093333333333,92,102,83,8,2,68.94,7.79,2.21,87.6516666666667,31.22311505742,4.34833333333334,10.0285,9.82901504475398,0.42,"Caleb","Williams","CHI","QB",25,-4,"PPR"
"9","average","14779","QB",303.713333333333,17.3935972894242,0.0749523809524248,284.325,324.845,1.42000000000002,1.75000000000006,4.51433333333335,96,97,92,9,2,69.53,7.82,1.98,93.44,32.1195885195727,2.56,12.983,16.3751319689339,0.27,"Justin","Herbert","LAC","QB",28,0,"PPR"
"10","average","12620","QB",303.638380952381,13.522544160454,0.0388571428571254,288.024666666667,320.330666666667,1.34504761904759,5.4496666666667,0,98,86,103,10,2,80.24,9.87,1.89,69.485,28.1247564433899,28.515,11.1385,9.61389134273942,0.18,"Dak","Prescott","DAL","QB",33,4,"PPR"
"11","average","15237","QB",303.599523809524,17.9028644954616,0.936190476190518,285.648666666667,328.814666666667,1.30619047619047,3.07366666666667,8.48399999999998,100,93,86,11,2,77.46,9.24,1.85,95.5233333333334,33.4129943119273,4.47666666666665,11.2135,12.446792629027,0.27,"Trevor","Lawrence","JAC","QB",27,-1,"PPR"
"12","average","16582","QB",302.663333333333,19.9954891579743,0.369999999999948,279.79,327.265,0.369999999999948,-2.78499999999997,6.93433333333337,101,111,89,12,2,101.56,13.75,2.17,99.3233333333333,30.4872774922407,1.67666666666668,6.739,6.79517203608562,0.38,"Bo","Nix","DEN","QB",26,-4,"PPR"
"13","average","13116","QB",302.293333333333,15.7078001854705,4.77000000000004,287.335,324.09,0,4.75999999999999,3.75933333333325,103,88,96,13,3,101.52,13.79,2.12,65.9966666666667,31.7551784053492,37.0033333333333,16.613,14.582969073546,0.24,"Patrick","Mahomes","KCC","QB",31,3,"PPR"
"14","average","9431","QB",297.523333333333,15.6053806959864,2.93866666666662,282.575,319.315,-4.77000000000004,0,-1.01566666666668,119,103,105,14,3,104.24,14.68,2.83,101.82,32.0330735334591,17.18,10.519,12.034279496505,0.33,"Matthew","Stafford","LAR","QB",38,11,"PPR"
"15","average","15698","QB",294.584666666667,11.2290522603943,0.978000000000009,281.454666666667,309.236,-7.70866666666666,-1.12033333333329,-11.0946666666667,124,106,134,15,3,94.99,12.04,1.95,85.5966666666667,26.054511232329,38.4033333333333,7.8485,8.32885446805262,0.1,"Brock","Purdy","SFO","QB",27,-2,"PPR"
"16","average","12611","QB",293.606666666667,18.614435974981,6.86333333333334,272.115,316.335,-8.68666666666667,-10.46,-3.99566666666664,128,136,113,16,3,108.19,15.87,2.6,100.738333333333,19.5110920732,27.2616666666667,6.636,8.12928828373062,0.39,"Jared","Goff","DET","QB",32,4,"PPR"
"17","average","13590","QB",286.743333333333,21.6729007441705,1.27000000000004,259.13,307.495,-15.55,-23.445,-12.8356666666667,148,169,143,17,3,118.04,18.33,2.15,106.758333333333,31.1385706247984,41.2416666666667,6.9195,9.418681476194,0.43,"Baker","Mayfield","TBB","QB",31,2,"PPR"
"18","average","17039","QB",285.473333333333,16.2375646778286,15.2566666666667,263.465,303.11,-16.82,-19.11,-17.2206666666667,154,159,153,18,4,121.72,19.07,2.4,117.7225,30.1636091797716,36.2775,4.87666666666667,5.04834186199346,0.3,"Tyler","Shough","NOS","QB",27,-5,"PPR"
"19","average","14782","QB",270.216666666667,14.8978302670781,2.23999999999995,258.23,292.08,-32.0766666666667,-24.345,-28.2506666666667,194,172,188,19,4,119.44,18.45,2.26,118.653333333333,37.836098577358,75.3466666666666,5.281,5.76139592460022,0.22,"Jordan","Love","GBP","QB",28,0,"PPR"
"20","average","15694","QB",267.976666666667,20.2800529256377,3.15333333333336,242.865,290.645,-34.3166666666667,-39.71,-29.6856666666667,201,204,192,20,5,131.96,20.63,2.81,144.465,27.5285247516099,56.535,5.86666666666667,7.31816613336672,0.48,"Malik","Willis","MIA","QB",27,-2,"PPR"
"21","average","14056","QB",264.823333333333,34.1133133346303,3.44333333333333,216.72,298.935,-37.47,-65.855,-21.3956666666666,206,239,166,21,5,112.09,16.75,2.63,108.008333333333,36.9813179937594,97.9916666666667,8.946,9.29737102626329,0.73,"Kyler","Murray","MIN","QB",29,1,"PPR"
"22","average","13592","QB",261.38,15.0715891663753,3.48333333333335,244.565,281.43,-40.9133333333334,-38.01,-38.9006666666667,212,197,217,22,5,142.62,23.02,1.4,131.716,27.3414268830286,80.284,6.0585,8.86025207034202,0.16,"Sam","Darnold","SEA","QB",29,2,"PPR"
"23","average","16150","QB",257.896666666667,23.9903461139406,7.19666666666666,234.54,288.05,-44.3966666666667,-48.035,-32.2806666666667,216,220,199,23,5,142.04,22.82,1.88,114.232,47.1910005827382,101.768,6.543,6.11321085846055,0.47,"C.J.","Stroud","HOU","QB",25,-3,"PPR"
"24","average","16148","QB",250.7,24.9652590613436,13.5666666666667,232.975,287.755,-51.5933333333334,-49.6,-32.5756666666667,223,222,200,24,6,165.46,25.61,1.41,158.306666666667,38.4531067954492,64.6933333333334,6.748,6.548,0.44,"Bryce","Young","CAR","QB",25,-3,"PPR"
"25","average","14059","QB",237.133333333333,65.5348269751791,3.19,140.51,277.365,-65.16,-142.065,-42.9656666666667,240,519,222,25,6,157.85,24.39,2.1,137.223333333333,41.7293105089882,102.776666666667,8.062,7.562,0.93,"Daniel","Jones","IND","QB",29,1,"PPR"
"26","average","17030","QB",233.943333333333,19.2302404214473,0.240000000000009,214.915,259.245,-68.35,-67.66,-61.0856666666667,242,244,244,26,6,154.08,24.36,1.78,151.0675,44.2314155182716,90.9325,5.096,5.56994602008553,0.31,"Cam","Ward","TEN","QB",24,-5,"PPR"
"27","average","12616","QB",233.703333333333,34.0552643018178,1.91666666666663,199.02,281.345,-68.59,-83.555,-38.9856666666667,243,275,218,27,7,190.42,26.99,2.01,154.293333333333,24.0324798738892,88.7066666666667,4.67066666666667,5.83907420363499,0.67,"Jacoby","Brissett","ARI","QB",34,4,"PPR"
"28","average","7836","QB",231.786666666667,28.423102340643,18.7166666666667,207.885,273.295,-70.5066666666667,-74.69,-47.0356666666666,246,254,229,28,8,222.48,28.34,2.28,150.265,23.5193861527039,95.735,3.90266666666667,4.34041636507631,0.61,"Aaron","Rodgers","PIT","QB",43,15,"PPR"
"29","average","11150","QB",213.07,24.3136365029997,38.0333333333333,180.05,239.34,-89.2233333333334,-102.525,-80.9906666666666,284,332,281,29,9,227,28.63,1.51,142.2,9.39999999999999,141.8,5.792,7.34985677864995,0.41,"Geno","Smith","NYJ","QB",36,7,"PPR"
"30","average","17462","QB",175.036666666667,31.4124495489713,32.6133333333333,137.125,213.06,-127.256666666667,-145.45,-107.270666666667,398,533,337,30,10,257.67,30.57,2.22,124.913333333333,46.0672735126455,273.086666666667,34.622,34.522,0.64,"Fernando","Mendoza","LVR","QB",23,-6,"PPR"
"31","average","16583","QB",142.423333333333,75.7655873511627,5.66333333333336,50.725,229.48,-159.87,-231.85,-90.8506666666667,523,597,304,31,10,286.88,32.79,1.84,149.305,0.545000000000002,373.695,3.012,3.012,0.96,"Michael","Penix Jr.","ATL","QB",26,-4,"PPR"
"32","average","14778","QB",136.76,46.4661016225807,4.84,106.228,200.904,-165.533333333333,-176.347,-119.426666666667,535,594,364,32,11,264.23,30.91,1.94,137.326666666667,20.7322636380004,397.673333333333,3.12533333333333,3.35276257568127,0.84,"Tua","Tagovailoa","ATL","QB",28,0,"PPR"
"33","average","13113","QB",131.92,67.3961684370855,13.604,56.975,210.635,-170.373333333333,-225.6,-109.695666666667,543,596,343,33,12,288.76,33.13,2.08,210.08,NA,332.92,2.94,2.94,0.93,"Deshaun","Watson","CLE","QB",31,3,"PPR"
"34","average","17031","QB",118.316,26.7426902162067,38.006,90.5,149.928,-183.977333333333,-192.075,-170.402666666667,571,595,508,34,13,293.41,33.71,3.8,180.93,NA,390.07,0.996,0.996,0.69,"Shedeur","Sanders","CLE","QB",24,-5,"PPR"
"35","average","10700","QB",80.31,64.2576660018087,27.3266666666667,38.76,176.415,-221.983333333333,-243.815,-143.915666666667,595,598,409,35,14,291.96,32.95,2.15,158.23,29.63,436.77,3.07866666666667,3.60416105201875,0.92,"Kirk","Cousins","LVR","QB",38,8,"PPR"
"36","average","16584","QB",52.9833333333333,38.4803043993504,6.26333333333334,10.59,100.28,-249.31,-271.985,-220.050666666667,596,613,602,36,14,319.23,36.07,1.78,164.465,22.035,431.535,2.436,2.436,0.74,"J.J.","McCarthy","MIN","QB",23,-4,"PPR"
"37","average","12141","QB",46.72,19.7396757825452,7.34,27.462,61.68,-255.573333333333,-255.113,-258.650666666667,597,599,605,37,14,352,42.69,5.3,NA,NA,NA,1.608,NA,0.67,"Marcus","Mariota","WAS","QB",33,5,"PPR"
"38","average","16586","QB",39.38,38.5677637412386,9.63333333333334,11.586,77.268,-262.913333333333,-270.989,-243.062666666667,598,609,603,38,15,NA,55.25,4.35,NA,NA,NA,6.528,NA,0.86,"Spencer","Rattler","NOS","QB",26,-4,"PPR"
"39","average","13595","QB",29.7466666666667,26.2357796402801,0.573333333333338,11.798,55.61,-272.546666666667,-270.777,-264.720666666667,599,605,607,39,15,NA,57,8.27,NA,NA,NA,NA,NA,0.89,"Mason","Rudolph","PIT","QB",31,2,"PPR"
"40","average","17035","QB",29.1733333333333,34.7087097618643,0.16333333333333,3.756,63.21,-273.12,-278.819,-257.120666666667,600,639,604,40,15,390.5,46.67,3.13,NA,NA,NA,NA,NA,0.77,"Riley","Leonard","IND","QB",24,-5,"PPR"
"41","average","17037","QB",29.01,32.8238967826795,0.429999999999996,8.121,49.899,-273.283333333333,-274.454,-270.431666666667,601,632,609,41,15,NA,72,10.83,NA,NA,NA,NA,NA,0.94,"Dillon","Gabriel","CLE","QB",26,-5,"PPR"
"42","average","16152","QB",28.58,8.48346627269773,0.716000000000001,20.85,36.114,-273.713333333333,-261.725,-284.216666666667,602,600,615,42,15,338.1,39.75,5.58,156.4,106.4,445.6,7.06,4.54,0.49,"Anthony","Richardson","IND","QB",24,-3,"PPR"
"43","average","15238","QB",27.864,25.1339348292304,2.599,10.096,61.576,-274.429333333333,-272.479,-258.754666666667,603,617,606,43,15,347.04,39.84,3.07,148.633333333333,82.3194964081346,454.366666666667,1.92,1.92997409309037,0.62,"Justin","Fields","KCC","QB",27,-1,"PPR"
"44","average","9064","QB",25.265,19.9894997436154,0.657,7.54,42.773,-277.028333333333,-275.035,-277.557666666667,604,634,613,44,15,353.92,42.15,2.9,303.83,NA,300.17,0.54,0.54,0.49,"Joe","Flacco","CIN","QB",41,12,"PPR"
"45","average","15241","QB",24.608,21.2648940745069,0.597999999999999,7.576,49.448,-277.685333333333,-274.999,-270.882666666667,605,633,610,45,15,338.72,38.44,3.36,245,NA,360,1.296,1.296,0.55,"Mac","Jones","SFO","QB",28,-1,"PPR"
"46","average","17463","QB",24.01,11.778245483376,0.0450000000000017,10.269,34.405,-278.283333333333,-272.306,-285.925666666667,606,615,616,46,15,342.73,40,3.17,138.92,NA,467.08,9.396,9.396,0.26,"Ty","Simpson","LAR","QB",24,-6,"PPR"
"47","average","17034","QB",23.965,16.2333104038168,0.524999999999999,9.892,43.015,-278.328333333333,-272.683,-277.315666666667,607,619,612,47,15,344.33,49.09,6.96,292.6,NA,314.4,NA,NA,0.75,"Quinn","Ewers","MIA","QB",23,-5,"PPR"
"48","average","15252","QB",23.44,19.4423386796273,0.233333333333334,12.393,47.031,-278.853333333333,-270.182,-273.299666666667,608,603,611,48,15,NA,55.4,3.93,NA,NA,NA,NA,NA,0.58,"Davis","Mills","HOU","QB",28,-1,"PPR"
"49","average","10413","QB",23.2066666666667,16.9665356903916,0.834666666666667,11.77,39.94,-279.086666666667,-270.805,-280.390666666667,609,606,614,49,15,NA,49.78,2.78,NA,NA,NA,NA,NA,0.36,"Tyrod","Taylor","GBP","QB",37,9,"PPR"
"50","average","12140","QB",22.372,22.5681173339736,0.198666666666668,6.968,53.424,-279.921333333333,-275.607,-266.906666666667,610,636,608,50,15,352.78,43,2.89,294.67,NA,315.33,0.984,0.984,0.53,"Jameis","Winston","NYG","QB",32,5,"PPR"
"51","average","17466","QB",22.1733333333333,11.116372309946,1.02,11.242,28.774,-280.12,-271.333,-291.556666666667,611,611,619,51,16,329.86,39.42,8.09,216.55,NA,394.45,5.52,5.52,0.74,"Carson","Beck","ARI","QB",25,-6,"PPR"
"52","average","14067","QB",21.1533333333333,8.61965969939262,1.8,12.884,28.13,-281.14,-269.691,-292.200666666667,612,601,620,52,16,358.5,51.6,8.19,NA,NA,NA,NA,NA,0.7,"Gardner","Minshew","ARI","QB",30,1,"PPR"
"53","average","16585","QB",19.3533333333333,13.9857260567099,1.28,9.776,33.14,-282.94,-272.799,-287.190666666667,613,621,617,53,16,348.91,43.25,2.9,NA,NA,NA,NA,NA,0.29,"Joe","Milton","DAL","QB",26,-4,"PPR"
"54","average","14358","QB",18.0733333333333,6.45638701855251,0.760000000000002,11.706,22.434,-284.22,-270.869,-297.896666666667,614,607,622,54,16,NA,57,7.02,NA,NA,NA,NA,NA,0.58,"Jake","Browning","TBB","QB",30,1,"PPR"
"55","average","14789","QB",17.3133333333333,5.90715949787487,0.0999999999999979,12.546,22.986,-284.98,-270.029,-297.344666666667,615,602,621,55,16,NA,54.4,2.5,NA,NA,NA,NA,NA,0.05,"Tyler","Huntley","BAL","QB",28,0,"PPR"
"56","average","15692","QB",17.2133333333333,12.9643254098828,2.73333333333333,9.514,29.962,-285.08,-273.061,-290.368666666667,616,623,618,56,16,NA,57.86,4.7,NA,NA,NA,NA,NA,0.51,"Kenny","Pickett","CAR","QB",28,-2,"PPR"
"57","average","12610","QB",14.48,4.83661038331599,0.860000000000003,11.402,17.558,-287.813333333333,-271.173,-302.772666666667,617,610,624,57,16,NA,77.5,15.39,NA,NA,NA,NA,NA,0.91,"Carson","Wentz","MIN","QB",34,4,"PPR"
"58","average","10313","QB",13.62,3.45201390495461,1.2,10.334,16.472,-288.673333333333,-272.241,-303.858666666667,618,614,625,58,16,NA,62.2,6.31,NA,NA,NA,NA,NA,0.4,"Andy","Dalton","PHI","QB",39,9,"PPR"
"59","average","15240","QB",12.42,2.78258872275441,0.32,10.15,15.082,-289.873333333333,-272.425,-305.248666666667,619,616,627,59,16,NA,49.57,3.81,NA,NA,NA,NA,NA,0.09,"Trey","Lance","LAC","QB",26,-1,"PPR"
"60","average","15697","QB",12.1,NA,0.44,12.1,12.1,-290.193333333333,-270.475,-308.230666666667,620,604,630,60,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desmond","Ridder","FA","QB",27,-2,"PPR"
"61","average","14063","QB",11.66,NA,0.293333333333333,11.66,11.66,-290.633333333333,-270.915,-308.670666666667,621,608,631,61,16,NA,54.8,4.49,NA,NA,NA,NA,NA,0.56,"Jarrett","Stidham","DEN","QB",30,1,"PPR"
"62","average","15702","QB",11.3666666666667,9.54447134907604,0.216666666666667,3.002,20.156,-290.926666666667,-279.573,-300.174666666667,622,641,623,62,16,NA,61.8,8.21,NA,NA,NA,NA,NA,0.72,"Tanner","McKee","PHI","QB",26,-3,"PPR"
"63","average","13119","QB",11.15,0.466690475583121,0.25,10.853,11.447,-291.143333333333,-271.722,-308.883666666667,623,612,632,63,16,NA,NA,NA,NA,NA,NA,NA,NA,0.01,"Joshua","Dobbs","FA","QB",31,3,"PPR"
"64","average","17467","QB",10.9,4.43693587963585,0.520000000000001,8.212,15.268,-291.393333333333,-274.363,-305.062666666667,624,631,626,64,16,355.67,45.6,6.18,241,NA,383,13.896,NA,0.45,"Cade","Klubnik","NYJ","QB",23,-6,"PPR"
"65","average","16149","QB",10.38,1.4142135623731,0.299999999999999,9.48,11.28,-291.913333333333,-273.095,-309.050666666667,625,624,635,65,16,NA,70.67,9.01,127.4,NA,497.6,1.2,NA,0.62,"Will","Levis","TEN","QB",27,-3,"PPR"
"66","average","11760","QB",10.08,NA,0.24,10.08,10.08,-292.213333333333,-272.495,-310.250666666667,626,618,637,66,16,NA,62.67,12.26,NA,NA,NA,NA,NA,0.96,"Jimmy","Garoppolo","LAR","QB",35,6,"PPR"
"67","average","17702","QB",9.84,NA,0.086666666666666,9.84,9.84,-292.453333333333,-272.735,-310.490666666667,627,620,639,67,16,NA,84.67,6.34,NA,NA,NA,NA,NA,0.79,"Behren","Morton","NEP","QB",24,-6,"PPR"
"68","average","16384","QB",9.75333333333333,3.84730208501144,0.0333333333333332,5.958,12.312,-292.54,-276.617,-308.018666666667,628,637,629,68,16,NA,54.29,6.27,311.29,NA,316.71,1.296,NA,0.44,"Tyson","Bagent","CHI","QB",26,-3,"PPR"
"69","average","15948","QB",9.72,NA,0.23,9.72,9.72,-292.573333333333,-272.855,-310.610666666667,629,622,640,69,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris","Oladokun","KCC","QB",29,-2,"PPR"
"70","average","17036","QB",9.49,0.919238815542512,0.19,8.905,10.075,-292.803333333333,-273.67,-310.255666666667,630,629,638,70,16,NA,55.6,12.34,NA,NA,NA,NA,NA,0.82,"Will","Howard","PIT","QB",25,-5,"PPR"
"71","average","16868","QB",9.3,NA,0.0599999999999987,9.3,9.3,-292.993333333333,-273.275,-311.030666666667,631,625,642,71,16,NA,88.67,18.41,NA,NA,NA,NA,NA,0.99,"Adrian","Martinez","SFO","QB",26,-3,"PPR"
"72","average","17465","QB",9.24,NA,0.0400000000000027,9.24,9.24,-293.053333333333,-273.335,-311.090666666667,632,626,643,72,16,NA,73.8,5.19,NA,NA,NA,NA,NA,0.64,"Garrett","Nussmeier","KCC","QB",24,-6,"PPR"
"73","average","17654","QB",9.2,NA,0.0599999999999987,9.2,9.2,-293.093333333333,-273.375,-311.130666666667,633,627,644,73,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cole","Payton","PHI","QB",24,-6,"PPR"
"74","average","16159","QB",9.14,NA,0.300000000000001,9.14,9.14,-293.153333333333,-273.435,-311.190666666667,634,628,645,74,16,NA,69.8,13.51,NA,NA,NA,NA,NA,0.98,"Aidan","O'Connell","LVR","QB",28,-3,"PPR"
"75","average","17468","QB",8.84,NA,0.18,8.84,8.84,-293.453333333333,-273.735,-311.490666666667,635,630,646,75,16,NA,52.2,6.43,245.9,NA,389.1,7.944,NA,0.81,"Drew","Allar","PIT","QB",22,-6,"PPR"
"76","average","14057","QB",8.66,2.54558441227157,0.720000000000001,7.04,10.28,-293.633333333333,-275.535,-310.050666666667,636,635,636,76,16,NA,59.2,4.17,NA,NA,NA,NA,NA,0.13,"Drew","Lock","SEA","QB",30,1,"PPR"
"77","average","13115","QB",7.94,6.09616272748686,1.31,2.024,12.68,-294.353333333333,-280.551,-307.650666666667,637,642,628,77,16,NA,58.29,5.36,NA,NA,NA,NA,NA,0.38,"Mitchell","Trubisky","TEN","QB",32,3,"PPR"
"78","average","11640","QB",6.63,7.45290547370621,0.456666666666667,1.887,11.373,-295.663333333333,-280.688,-308.957666666667,638,643,634,78,16,NA,58.8,11.29,NA,NA,NA,NA,NA,0.84,"Teddy","Bridgewater","DET","QB",34,6,"PPR"
"79","average","13879","QB",6.17333333333333,4.95210392998101,0.113333333333333,1.3,9.67,-296.12,-281.275,-310.660666666667,639,645,641,79,16,NA,59,7.62,NA,NA,NA,NA,NA,0.6,"Kyle","Allen","BUF","QB",30,2,"PPR"
"80","average","15248","QB",6.06,8.40042856049618,0.260000000000001,0.714,11.406,-296.233333333333,-281.861,-308.924666666667,640,647,633,80,17,NA,84,9.27,NA,NA,NA,NA,NA,0.78,"Shane","Buechele","BUF","QB",28,-1,"PPR"
"81","average","13968","QB",5.8,3.73352380466497,0.75,3.424,8.176,-296.493333333333,-279.151,-312.154666666667,641,640,649,81,17,NA,63.2,3.87,NA,NA,NA,NA,NA,0.12,"Nick","Mullens","JAC","QB",31,3,"PPR"
"82","average","17033","QB",5.05,5.58614357137373,0.429999999999999,1.495,8.605,-297.243333333333,-281.08,-311.725666666667,642,644,647,82,17,NA,59.5,8.92,282,NA,360,NA,NA,0.71,"Jalen","Milroe","SEA","QB",24,-5,"PPR"
"83","average","17040","QB",4.62,5.91141269071954,0.820000000000001,0.858,8.382,-297.673333333333,-281.717,-311.948666666667,643,646,648,83,17,NA,75.8,12.37,NA,NA,NA,NA,NA,0.87,"Brady","Cook","NYJ","QB",25,-5,"PPR"
"84","average","16441","QB",3.8,NA,3.12,3.8,3.8,-298.493333333333,-278.775,-316.530666666667,644,638,650,84,17,NA,64.6,6.41,NA,NA,NA,NA,NA,0.8,"Tommy","DeVito","NEP","QB",28,-3,"PPR"
"85","average","15239","QB",0.68,NA,0,0.68,0.68,-301.613333333333,-281.895,-319.650666666667,645,648,651,85,17,NA,70.8,7.65,NA,NA,NA,NA,NA,0.89,"Zach","Wilson","NOS","QB",27,-1,"PPR"
"86","average","16161","RB",374.73380952381,21.5343421184904,2.41476190476186,348.986666666667,400.85,220.500476190476,225.336666666667,226.575,1,1,1,1,1,3.33,1.56,0.52,3.085,1.3542740983026,-2.085,57.3285,9.36073056710853,0.27,"Bijan","Robinson","ATL","RB",24,-3,"PPR"
"87","average","16162","RB",372.319047619048,19.0309188694575,44.2519047619048,346.2,394.283333333333,218.085714285714,222.55,220.008333333333,2,2,2,2,2,3.27,1.52,0.57,4.73333333333333,4.88943986794216,-2.73333333333333,53.8055,10.3662438110436,0.2,"Jahmyr","Gibbs","DET","RB",24,-3,"PPR"
"88","average","13130","RB",328.067142857143,19.207513038987,15.1061904761905,300.18,344.07,173.83380952381,176.53,169.795,3,3,3,3,3,8.61,3.51,1.44,11.354,7.59891992325225,-8.354,53.502,4.34718391605417,0.24,"Christian","McCaffrey","SFO","RB",30,3,"PPR"
"89","average","14802","RB",312.960952380952,17.4151277059881,17.5690476190476,288.416666666667,333.77,158.727619047619,164.766666666667,159.495,5,5,4,4,4,11.88,4.58,1.43,11.215,7.30439992972272,-6.215,51.305,1.69147125308118,0.18,"Jonathan","Taylor","IND","RB",27,0,"PPR"
"90","average","16167","RB",295.391904761905,21.3227503139811,9.42952380952386,271.033333333333,325.273333333333,141.158571428571,147.383333333333,150.998333333333,7,7,7,5,4,20.84,7.75,2.08,16.2233333333333,6.1238704173822,-9.22333333333333,37.1065,5.92957728257251,0.31,"De'Von","Achane","MIA","RB",25,-3,"PPR"
"91","average","17042","RB",285.962380952381,21.2990953306651,3.58142857142855,265.326666666667,317.986666666667,131.729047619048,141.676666666667,143.711666666667,9,10,8,6,4,16.87,6.37,1.98,13.136,2.72010735082276,-4.136,38.358,6.84542728152645,0.3,"Ashton","Jeanty","LVR","RB",23,-5,"PPR"
"92","average","16181","RB",282.380952380952,16.5904351866532,0.863333333333344,265.606666666667,305.596666666667,128.147619047619,141.956666666667,131.321666666667,10,9,10,7,4,18.64,6.91,1.84,36.725,35.3008157365615,-26.725,28.013,15.8540526995466,0.18,"Chase","Brown","CIN","RB",26,-3,"PPR"
"93","average","15715","RB",281.517619047619,15.8618779788483,9.68428571428569,264.39,302.493333333333,127.284285714286,140.74,128.218333333333,11,12,11,8,5,18.99,7.11,1.99,19.9266666666667,12.2077238755725,-8.92666666666667,37.207,10.7269449052375,0.16,"James","Cook","BUF","RB",27,-2,"PPR"
"94","average","17044","RB",271.833333333333,24.5900521891814,2.37476190476195,242.75,299.225,117.6,119.1,124.95,13,14,12,9,5,24.82,8.95,2.41,24.672,12.1746858686374,-11.672,36.2413333333333,7.75637051432921,0.46,"Omarion","Hampton","LAC","RB",23,-5,"PPR"
"95","average","13604","RB",269.458571428571,18.6599664420665,9.13238095238091,246.37,294.88,115.225238095238,122.72,120.605,14,13,13,10,6,25.22,9.27,2.13,15.9783333333333,10.6181109692617,-1.97833333333333,47.3965,8.16629516672034,0.26,"Saquon","Barkley","PHI","RB",29,2,"PPR"
"96","average","12626","RB",260.32619047619,19.0333135268015,3.09285714285716,236.563333333333,284.665,106.092857142857,112.913333333333,110.39,15,15,15,11,6,37.56,13.46,2.5,17.3466666666667,14.1194920431139,-2.34666666666667,45.1415,14.0592790266784,0.29,"Derrick","Henry","BAL","RB",32,4,"PPR"
"97","average","15711","RB",257.233333333333,25.1136350747292,7.18333333333334,226.45,282.175,103,102.8,107.9,17,18,16,12,6,29.75,10.59,2.84,32.705,10.3661785790779,-15.705,31.975,10.3019937390779,0.5,"Kenneth","Walker III","KCC","RB",26,-2,"PPR"
"98","average","17045","RB",250.05,19.3842977690707,0.833333333333343,228.125,275.3,95.8166666666667,104.475,101.025,18,17,20,13,6,53.45,19.21,2.8,50.028,30.0213273524007,-32.028,20.7146666666667,2.97363585904902,0.3,"Cam","Skattebo","NYG","RB",24,-5,"PPR"
"99","average","15708","RB",249.216666666667,20.106856210424,3.19999999999999,222.375,271.775,94.9833333333333,98.725,97.5000000000001,19,20,22,14,6,40.21,14.15,1.74,29.3333333333333,12.6039341300863,-10.3333333333333,37.2995,16.6108452750003,0.28,"Breece","Hall","NYJ","RB",25,-2,"PPR"
"100","average","14073","RB",246.016666666667,31.2371840386848,5.13333333333335,203.175,276.3,91.7833333333333,79.525,102.025,20,25,19,15,7,43.72,15.91,2.62,29.7783333333333,16.2194332172517,-9.77833333333334,33.5285,8.85976505049655,0.68,"Josh","Jacobs","GBP","RB",28,1,"PPR"
